,result,table,_start,_stop,_time,_value,_field,_measurement,scenario,testUUID,testVersion
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:02Z,2084,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:03Z,2126,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:04Z,2181,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:05Z,2209,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:06Z,2315,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:07Z,2349,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:08Z,2362,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:09Z,2396,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:10Z,2449,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
,_result,0,2026-06-02T09:02:48.873863712Z,2026-06-09T09:02:48.873863712Z,2026-06-09T08:57:11Z,2495,value,activeUsers,flashSaleBrowseOnly,e0085c85-6bed-4c48-8d4a-cc10e08697e9,v1
